Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       1/30001       std::deque<int, std::allocator<int> >::~deque() [261]
                0.00    0.00     234/30001       std::deque<int, std::allocator<int> >::_M_pop_back_aux() [138]
                0.00    0.00   29766/30001       std::deque<int, std::allocator<int> >::pop_back() [123]
[113]    0.0    0.00    0.00   30001         std::_Deque_base<int, std::allocator<int> >::_M_get_Tp_allocator() [113]
-----------------------------------------------
                0.00    0.00       1/30001       std::deque<int, std::allocator<int> >::~deque() [261]
                0.00    0.00   30000/30001       std::deque<int, std::allocator<int> >::back() [11]
[114]    0.0    0.00    0.00   30001         std::deque<int, std::allocator<int> >::end() [114]
                0.00    0.00   30001/30002       std::_Deque_iterator<int, int&, int*>::_Deque_iterator(std::_Deque_iterator<int, int&, int*> const&) [110]
-----------------------------------------------
                0.00    0.00   30001/30001       std::deque<int, std::allocator<int> >::empty() const [111]
[115]    0.0    0.00    0.00   30001         std::operator==(std::_Deque_iterator<int, int&, int*> const&, std::_Deque_iterator<int, int&, int*> const&) [115]
-----------------------------------------------
                0.00    0.00   30000/30000       void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [122]
[116]    0.0    0.00    0.00   30000         void __gnu_cxx::new_allocator<int>::destroy<int>(int*) [116]
-----------------------------------------------
                0.00    0.00   30000/30000       GraphMatrix::kosarajuSCC() [2]
[117]    0.0    0.00    0.00   30000         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [117]
-----------------------------------------------
                0.00    0.00   30000/30000       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [127]
[118]    0.0    0.00    0.00   30000         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [118]
                0.00    0.00   60000/240000      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [35]
-----------------------------------------------
                0.00    0.00   30000/30000       GraphMatrix::kosarajuSCC() [2]
[119]    0.0    0.00    0.00   30000         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [119]
-----------------------------------------------
                0.00    0.00   30000/30000       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [127]
[120]    0.0    0.00    0.00   30000         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [120]
                0.00    0.00  120000/180002      std::vector<int, std::allocator<int> >::size() const [38]
                0.00    0.00   60000/60000       std::vector<int, std::allocator<int> >::max_size() const [96]
                0.00    0.00   30000/30007       unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [107]
-----------------------------------------------
                0.00    0.00   30000/30000       std::deque<int, std::allocator<int> >::back() [11]
[121]    0.0    0.00    0.00   30000         std::_Deque_iterator<int, int&, int*>::operator--() [121]
                0.00    0.00     234/716         std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [131]
-----------------------------------------------
                0.00    0.00     234/30000       std::deque<int, std::allocator<int> >::_M_pop_back_aux() [138]
                0.00    0.00   29766/30000       std::deque<int, std::allocator<int> >::pop_back() [123]
[122]    0.0    0.00    0.00   30000         void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [122]
                0.00    0.00   30000/30000       void __gnu_cxx::new_allocator<int>::destroy<int>(int*) [116]
-----------------------------------------------
                0.00    0.00   30000/30000       std::stack<int, std::deque<int, std::allocator<int> > >::pop() [125]
[123]    0.0    0.00    0.00   30000         std::deque<int, std::allocator<int> >::pop_back() [123]
                0.00    0.00   29766/30001       std::_Deque_base<int, std::allocator<int> >::_M_get_Tp_allocator() [113]
                0.00    0.00   29766/30000       void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [122]
                0.00    0.00     234/234         std::deque<int, std::allocator<int> >::_M_pop_back_aux() [138]
-----------------------------------------------
                0.00    0.00   30000/30000       std::stack<int, std::deque<int, std::allocator<int> > >::push(int const&) [126]
[124]    0.0    0.00    0.00   30000         std::deque<int, std::allocator<int> >::push_back(int const&) [124]
                0.00    0.00   29766/60000       void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [98]
                0.00    0.00     234/234         void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [139]
-----------------------------------------------
                0.00    0.00   30000/30000       GraphMatrix::kosarajuSCC() [2]
[125]    0.0    0.00    0.00   30000         std::stack<int, std::deque<int, std::allocator<int> > >::pop() [125]
                0.00    0.00   30000/30000       std::deque<int, std::allocator<int> >::pop_back() [123]
-----------------------------------------------
                0.00    0.00   30000/30000       GraphMatrix::fillOrder(int, std::vector<bool, std::allocator<bool> >&, std::stack<int, std::deque<int, std::allocator<int> > >&) [6]
[126]    0.0    0.00    0.00   30000         std::stack<int, std::deque<int, std::allocator<int> > >::push(int const&) [126]
                0.00    0.00   30000/30000       std::deque<int, std::allocator<int> >::push_back(int const&) [124]
-----------------------------------------------
                0.00    0.00   30000/30000       std::vector<int, std::allocator<int> >::push_back(int const&) [128]
[127]    0.0    0.00    0.00   30000         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [127]
                0.00    0.00   60000/60000       std::vector<int, std::allocator<int> >::_S_use_relocate() [101]
                0.00    0.00   60000/210008      std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [36]
                0.00    0.00   60000/240000      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [35]
                0.00    0.00   60000/60000       std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [99]
                0.00    0.00   30000/30000       std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [120]
                0.00    0.00   30000/60000       std::vector<int, std::allocator<int> >::begin() [104]
                0.00    0.00   30000/30000       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [118]
                0.00    0.00   30000/90004       std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [68]
                0.00    0.00   30000/150234      int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [48]
                0.00    0.00   30000/60000       void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [98]
                0.00    0.00   30000/120004      std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [55]
-----------------------------------------------
                0.00    0.00   30000/30000       GraphMatrix::DFSUtil(int, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [3]
[128]    0.0    0.00    0.00   30000         std::vector<int, std::allocator<int> >::push_back(int const&) [128]
                0.00    0.00   30000/60000       std::vector<int, std::allocator<int> >::end() [103]
                0.00    0.00   30000/30000       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [127]
-----------------------------------------------
                0.00    0.00       2/1422        std::_Deque_base<int, std::allocator<int> >::_M_initialize_map(unsigned long) [246]
                0.00    0.00     235/1422        std::_Deque_base<int, std::allocator<int> >::_M_allocate_node() [133]
                0.00    0.00     235/1422        std::_Deque_base<int, std::allocator<int> >::_M_deallocate_node(int*) [134]
                0.00    0.00     950/1422        std::_Deque_iterator<int, int&, int*>::_S_buffer_size() [130]
[129]    0.0    0.00    0.00    1422         std::__deque_buf_size(unsigned long) [129]
-----------------------------------------------
                0.00    0.00     234/950         std::operator-(std::_Deque_iterator<int, int&, int*> const&, std::_Deque_iterator<int, int&, int*> const&) [141]
                0.00    0.00     716/950         std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [131]
[130]    0.0    0.00    0.00     950         std::_Deque_iterator<int, int&, int*>::_S_buffer_size() [130]
                0.00    0.00     950/1422        std::__deque_buf_size(unsigned long) [129]
-----------------------------------------------
                0.00    0.00       2/716         std::_Deque_base<int, std::allocator<int> >::_M_initialize_map(unsigned long) [246]
                0.00    0.00      12/716         std::deque<int, std::allocator<int> >::_M_reallocate_map(unsigned long, bool) [168]
                0.00    0.00     234/716         void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [139]
                0.00    0.00     234/716         std::_Deque_iterator<int, int&, int*>::operator--() [121]
                0.00    0.00     234/716         std::deque<int, std::allocator<int> >::_M_pop_back_aux() [138]
[131]    0.0    0.00    0.00     716         std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [131]
                0.00    0.00     716/950         std::_Deque_iterator<int, int&, int*>::_S_buffer_size() [130]
-----------------------------------------------
                0.00    0.00      14/248         std::_Deque_base<int, std::allocator<int> >::_M_get_map_allocator() const [145]
                0.00    0.00     234/248         std::deque<int, std::allocator<int> >::max_size() const [136]
[132]    0.0    0.00    0.00     248         std::_Deque_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [132]
-----------------------------------------------
                0.00    0.00       1/235         std::_Deque_base<int, std::allocator<int> >::_M_create_nodes(int**, int**) [243]
                0.00    0.00     234/235         void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [139]
[133]    0.0    0.00    0.00     235         std::_Deque_base<int, std::allocator<int> >::_M_allocate_node() [133]
                0.00    0.00     235/1422        std::__deque_buf_size(unsigned long) [129]
                0.00    0.00     235/90239       std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [66]
-----------------------------------------------
                0.00    0.00       1/235         std::_Deque_base<int, std::allocator<int> >::_M_destroy_nodes(int**, int**) [245]
                0.00    0.00     234/235         std::deque<int, std::allocator<int> >::_M_pop_back_aux() [138]
[134]    0.0    0.00    0.00     235         std::_Deque_base<int, std::allocator<int> >::_M_deallocate_node(int*) [134]
                0.00    0.00     235/1422        std::__deque_buf_size(unsigned long) [129]
                0.00    0.00     235/90239       std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [65]
-----------------------------------------------
                0.00    0.00     234/234         void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [139]
[135]    0.0    0.00    0.00     234         std::deque<int, std::allocator<int> >::size() const [135]
                0.00    0.00     234/234         std::operator-(std::_Deque_iterator<int, int&, int*> const&, std::_Deque_iterator<int, int&, int*> const&) [141]
-----------------------------------------------
                0.00    0.00     234/234         void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [139]
[136]    0.0    0.00    0.00     234         std::deque<int, std::allocator<int> >::max_size() const [136]
                0.00    0.00     234/234         std::deque<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [137]
                0.00    0.00     234/248         std::_Deque_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [132]
-----------------------------------------------
                0.00    0.00     234/234         std::deque<int, std::allocator<int> >::max_size() const [136]
[137]    0.0    0.00    0.00     234         std::deque<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [137]
                0.00    0.00     234/60236       std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [76]
                0.00    0.00     234/60238       unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [74]
-----------------------------------------------
                0.00    0.00     234/234         std::deque<int, std::allocator<int> >::pop_back() [123]
[138]    0.0    0.00    0.00     234         std::deque<int, std::allocator<int> >::_M_pop_back_aux() [138]
                0.00    0.00     234/235         std::_Deque_base<int, std::allocator<int> >::_M_deallocate_node(int*) [134]
                0.00    0.00     234/716         std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [131]
                0.00    0.00     234/30001       std::_Deque_base<int, std::allocator<int> >::_M_get_Tp_allocator() [113]
                0.00    0.00     234/30000       void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [122]
-----------------------------------------------
                0.00    0.00     234/234         std::deque<int, std::allocator<int> >::push_back(int const&) [124]
[139]    0.0    0.00    0.00     234         void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [139]
                0.00    0.00     234/234         std::deque<int, std::allocator<int> >::size() const [135]
                0.00    0.00     234/234         std::deque<int, std::allocator<int> >::max_size() const [136]
                0.00    0.00     234/234         std::deque<int, std::allocator<int> >::_M_reserve_map_at_back(unsigned long) [140]
                0.00    0.00     234/235         std::_Deque_base<int, std::allocator<int> >::_M_allocate_node() [133]
                0.00    0.00     234/150234      int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [48]
                0.00    0.00     234/60000       void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [98]
                0.00    0.00     234/716         std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [131]
-----------------------------------------------
                0.00    0.00     234/234         void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [139]
[140]    0.0    0.00    0.00     234         std::deque<int, std::allocator<int> >::_M_reserve_map_at_back(unsigned long) [140]
                0.00    0.00       6/6           std::deque<int, std::allocator<int> >::_M_reallocate_map(unsigned long, bool) [168]
-----------------------------------------------
                0.00    0.00     234/234         std::deque<int, std::allocator<int> >::size() const [135]
[141]    0.0    0.00    0.00     234         std::operator-(std::_Deque_iterator<int, int&, int*> const&, std::_Deque_iterator<int, int&, int*> const&) [141]
                0.00    0.00     234/950         std::_Deque_iterator<int, int&, int*>::_S_buffer_size() [130]
-----------------------------------------------
                0.00    0.00      18/18          int** std::__copy_move_a<false, int**, int**>(int**, int**, int**) [171]
[142]    0.0    0.00    0.00      18         int** std::__niter_base<int**>(int**) [142]
-----------------------------------------------
                0.00    0.00      14/14          std::allocator<int*>::allocator<int>(std::allocator<int> const&) [146]
[143]    0.0    0.00    0.00      14         __gnu_cxx::new_allocator<int*>::new_allocator() [143]
-----------------------------------------------
                0.00    0.00      14/14          std::allocator<int*>::~allocator() [147]
[144]    0.0    0.00    0.00      14         __gnu_cxx::new_allocator<int*>::~new_allocator() [144]
-----------------------------------------------
                0.00    0.00       7/14          std::_Deque_base<int, std::allocator<int> >::_M_deallocate_map(int**, unsigned long) [160]
                0.00    0.00       7/14          std::_Deque_base<int, std::allocator<int> >::_M_allocate_map(unsigned long) [159]
[145]    0.0    0.00    0.00      14         std::_Deque_base<int, std::allocator<int> >::_M_get_map_allocator() const [145]
                0.00    0.00      14/248         std::_Deque_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [132]
                0.00    0.00      14/14          std::allocator<int*>::allocator<int>(std::allocator<int> const&) [146]
-----------------------------------------------
                0.00    0.00      14/14          std::_Deque_base<int, std::allocator<int> >::_M_get_map_allocator() const [145]
[146]    0.0    0.00    0.00      14         std::allocator<int*>::allocator<int>(std::allocator<int> const&) [146]
                0.00    0.00      14/14          __gnu_cxx::new_allocator<int*>::new_allocator() [143]
-----------------------------------------------
                0.00    0.00       7/14          std::_Deque_base<int, std::allocator<int> >::_M_deallocate_map(int**, unsigned long) [160]
                0.00    0.00       7/14          std::_Deque_base<int, std::allocator<int> >::_M_allocate_map(unsigned long) [159]
[147]    0.0    0.00    0.00      14         std::allocator<int*>::~allocator() [147]
                0.00    0.00      14/14          __gnu_cxx::new_allocator<int*>::~new_allocator() [144]
-----------------------------------------------
                0.00    0.00      12/12          std::allocator<std::vector<int, std::allocator<int> > >::~allocator() [149]
[148]    0.0    0.00    0.00      12         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::~new_allocator() [148]
-----------------------------------------------
                0.00    0.00       2/12          GraphMatrix::GraphMatrix(int) [15]
                0.00    0.00       2/12          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_check_init_len(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [210]
                0.00    0.00       2/12          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_move_assign(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&&, std::integral_constant<bool, true>) [209]
                0.00    0.00       6/12          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [165]
[149]    0.0    0.00    0.00      12         std::allocator<std::vector<int, std::allocator<int> > >::~allocator() [149]
                0.00    0.00      12/12          __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::~new_allocator() [148]
-----------------------------------------------
                0.00    0.00      12/12          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data::_M_swap_data(std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data&) [181]
[150]    0.0    0.00    0.00      12         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data::_M_copy_data(std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data const&) [150]
-----------------------------------------------
                0.00    0.00       2/12          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_fill_initialize(unsigned long, std::vector<int, std::allocator<int> > const&) [19]
                0.00    0.00       4/12          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_move_assign(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&&, std::integral_constant<bool, true>) [209]
                0.00    0.00       6/12          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [169]
[151]    0.0    0.00    0.00      12         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() [151]
-----------------------------------------------
                0.00    0.00      12/12          int** std::copy<int**, int**>(int**, int**, int**) [174]
[152]    0.0    0.00    0.00      12         int** std::__miter_base<int**>(int**) [152]
-----------------------------------------------
                0.00    0.00       2/10          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl() [196]
                0.00    0.00       4/10          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<int, std::allocator<int> > > const&) [180]
                0.00    0.00       4/10          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data::_M_swap_data(std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data&) [181]
[153]    0.0    0.00    0.00      10         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data::_Vector_impl_data() [153]
-----------------------------------------------
                0.00    0.00       8/8           std::allocator<std::vector<int, std::allocator<int> > >::allocator(std::allocator<std::vector<int, std::allocator<int> > > const&) [155]
[154]    0.0    0.00    0.00       8         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator(__gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > > const&) [154]
-----------------------------------------------
                0.00    0.00       2/8           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_check_init_len(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [210]
                0.00    0.00       2/8           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::get_allocator() const [190]
                0.00    0.00       4/8           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<int, std::allocator<int> > > const&) [180]
[155]    0.0    0.00    0.00       8         std::allocator<std::vector<int, std::allocator<int> > >::allocator(std::allocator<std::vector<int, std::allocator<int> > > const&) [155]
                0.00    0.00       8/8           __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator(__gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > > const&) [154]
-----------------------------------------------
                0.00    0.00       7/7           std::allocator_traits<std::allocator<int*> >::deallocate(std::allocator<int*>&, int**, unsigned long) [161]
[156]    0.0    0.00    0.00       7         __gnu_cxx::new_allocator<int*>::deallocate(int**, unsigned long) [156]
-----------------------------------------------
                0.00    0.00       7/7           std::allocator_traits<std::allocator<int*> >::allocate(std::allocator<int*>&, unsigned long) [162]
[157]    0.0    0.00    0.00       7         __gnu_cxx::new_allocator<int*>::allocate(unsigned long, void const*) [157]
                0.00    0.00       7/7           __gnu_cxx::new_allocator<int*>::_M_max_size() const [158]
-----------------------------------------------
                0.00    0.00       7/7           __gnu_cxx::new_allocator<int*>::allocate(unsigned long, void const*) [157]
[158]    0.0    0.00    0.00       7         __gnu_cxx::new_allocator<int*>::_M_max_size() const [158]
-----------------------------------------------
                0.00    0.00       1/7           std::_Deque_base<int, std::allocator<int> >::_M_initialize_map(unsigned long) [246]
                0.00    0.00       6/7           std::deque<int, std::allocator<int> >::_M_reallocate_map(unsigned long, bool) [168]
[159]    0.0    0.00    0.00       7         std::_Deque_base<int, std::allocator<int> >::_M_allocate_map(unsigned long) [159]
                0.00    0.00       7/14          std::_Deque_base<int, std::allocator<int> >::_M_get_map_allocator() const [145]
                0.00    0.00       7/7           std::allocator_traits<std::allocator<int*> >::allocate(std::allocator<int*>&, unsigned long) [162]
                0.00    0.00       7/14          std::allocator<int*>::~allocator() [147]
-----------------------------------------------
                0.00    0.00       1/7           std::_Deque_base<int, std::allocator<int> >::~_Deque_base() [248]
                0.00    0.00       6/7           std::deque<int, std::allocator<int> >::_M_reallocate_map(unsigned long, bool) [168]
[160]    0.0    0.00    0.00       7         std::_Deque_base<int, std::allocator<int> >::_M_deallocate_map(int**, unsigned long) [160]
                0.00    0.00       7/14          std::_Deque_base<int, std::allocator<int> >::_M_get_map_allocator() const [145]
                0.00    0.00       7/7           std::allocator_traits<std::allocator<int*> >::deallocate(std::allocator<int*>&, int**, unsigned long) [161]
                0.00    0.00       7/14          std::allocator<int*>::~allocator() [147]
-----------------------------------------------
                0.00    0.00       7/7           std::_Deque_base<int, std::allocator<int> >::_M_deallocate_map(int**, unsigned long) [160]
[161]    0.0    0.00    0.00       7         std::allocator_traits<std::allocator<int*> >::deallocate(std::allocator<int*>&, int**, unsigned long) [161]
                0.00    0.00       7/7           __gnu_cxx::new_allocator<int*>::deallocate(int**, unsigned long) [156]
-----------------------------------------------
                0.00    0.00       7/7           std::_Deque_base<int, std::allocator<int> >::_M_allocate_map(unsigned long) [159]
[162]    0.0    0.00    0.00       7         std::allocator_traits<std::allocator<int*> >::allocate(std::allocator<int*>&, unsigned long) [162]
                0.00    0.00       7/7           __gnu_cxx::new_allocator<int*>::allocate(unsigned long, void const*) [157]
-----------------------------------------------
                0.00    0.00       6/6           int** std::__copy_move_a2<false, int**, int**>(int**, int**, int**) [173]
[163]    0.0    0.00    0.00       6         int** std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int*>(int* const*, int* const*, int**) [163]
-----------------------------------------------
                0.00    0.00       6/6           void std::_Destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [175]
[164]    0.0    0.00    0.00       6         void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [164]
                0.00    0.00   60002/120004      std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [56]
                0.00    0.00   60002/60002       void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [93]
-----------------------------------------------
                0.00    0.00       6/6           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base() [167]
[165]    0.0    0.00    0.00       6         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [165]
                0.00    0.00       6/12          std::allocator<std::vector<int, std::allocator<int> > >::~allocator() [149]
-----------------------------------------------
                0.00    0.00       6/6           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base() [167]
[166]    0.0    0.00    0.00       6         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [166]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::deallocate(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, unsigned long) [204]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [169]
[167]    0.0    0.00    0.00       6         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base() [167]
                0.00    0.00       6/6           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [166]
                0.00    0.00       6/6           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [165]
-----------------------------------------------
                0.00    0.00       6/6           std::deque<int, std::allocator<int> >::_M_reserve_map_at_back(unsigned long) [140]
[168]    0.0    0.00    0.00       6         std::deque<int, std::allocator<int> >::_M_reallocate_map(unsigned long, bool) [168]
                0.00    0.00      12/716         std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [131]
                0.00    0.00       6/30007       unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [107]
                0.00    0.00       6/7           std::_Deque_base<int, std::allocator<int> >::_M_allocate_map(unsigned long) [159]
                0.00    0.00       6/6           int** std::copy<int**, int**>(int**, int**, int**) [174]
                0.00    0.00       6/7           std::_Deque_base<int, std::allocator<int> >::_M_deallocate_map(int**, unsigned long) [160]
-----------------------------------------------
                0.00    0.00       2/6           GraphMatrix::GraphMatrix(int) [15]
                0.00    0.00       2/6           GraphMatrix::~GraphMatrix() [185]
                0.00    0.00       2/6           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_move_assign(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&&, std::integral_constant<bool, true>) [209]
[169]    0.0    0.00    0.00       6         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [169]
                0.00    0.00       6/12          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() [151]
                0.00    0.00       6/6           void std::_Destroy<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [176]
