Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.01   60002/60002       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [16]
                0.00    0.00   60002/60002       std::vector<int, std::allocator<int> > const& std::forward<std::vector<int, std::allocator<int> > const&>(std::remove_reference<std::vector<int, std::allocator<int> > const&>::type&) [92]
                0.00    0.00   60002/120002      operator new(unsigned long, void*) [60]
-----------------------------------------------
                0.00    0.01       2/2           std::vector<int, std::allocator<int> >* std::uninitialized_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [21]
[18]     0.2    0.00    0.01       2         std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [18]
                0.00    0.01   60002/60002       void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [17]
                0.00    0.00   60002/120004      std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [56]
-----------------------------------------------
                0.00    0.01       2/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(unsigned long, std::vector<int, std::allocator<int> > const&, std::allocator<std::vector<int, std::allocator<int> > > const&) [20]
[19]     0.2    0.00    0.01       2         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_fill_initialize(unsigned long, std::vector<int, std::allocator<int> > const&) [19]
                0.00    0.01       2/2           std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n_a<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&, std::allocator<std::vector<int, std::allocator<int> > >&) [22]
                0.00    0.00       2/12          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() [151]
-----------------------------------------------
                0.00    0.01       2/2           GraphMatrix::GraphMatrix(int) [15]
[20]     0.2    0.00    0.01       2         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(unsigned long, std::vector<int, std::allocator<int> > const&, std::allocator<std::vector<int, std::allocator<int> > > const&) [20]
                0.00    0.01       2/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_fill_initialize(unsigned long, std::vector<int, std::allocator<int> > const&) [19]
                0.00    0.00       2/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_check_init_len(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [210]
                0.00    0.00       2/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [199]
-----------------------------------------------
                0.00    0.01       2/2           std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n_a<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&, std::allocator<std::vector<int, std::allocator<int> > >&) [22]
[21]     0.2    0.00    0.01       2         std::vector<int, std::allocator<int> >* std::uninitialized_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [21]
                0.00    0.01       2/2           std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [18]
-----------------------------------------------
                0.00    0.01       2/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_fill_initialize(unsigned long, std::vector<int, std::allocator<int> > const&) [19]
[22]     0.2    0.00    0.01       2         std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n_a<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&, std::allocator<std::vector<int, std::allocator<int> > >&) [22]
                0.00    0.01       2/2           std::vector<int, std::allocator<int> >* std::uninitialized_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [21]
-----------------------------------------------
                0.00    0.00   30000/30000       std::_Vector_base<int, std::allocator<int> >::_Vector_base() [24]
[23]     0.1    0.00    0.00   30000         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [23]
                0.00    0.00   30000/90004       std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [9]
                0.00    0.00   30000/30003       std::allocator<int>::allocator() [109]
-----------------------------------------------
                0.00    0.00   30000/30000       std::vector<int, std::allocator<int> >::vector() [25]
[24]     0.1    0.00    0.00   30000         std::_Vector_base<int, std::allocator<int> >::_Vector_base() [24]
                0.00    0.00   30000/30000       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [23]
-----------------------------------------------
                0.00    0.00   30000/30000       GraphMatrix::kosarajuSCC() [2]
[25]     0.1    0.00    0.00   30000         std::vector<int, std::allocator<int> >::vector() [25]
                0.00    0.00   30000/30000       std::_Vector_base<int, std::allocator<int> >::_Vector_base() [24]
-----------------------------------------------
                0.00    0.00   29999/59999       GraphMatrix::getTranspose() [5]
                0.00    0.00   30000/59999       main [1]
[26]     0.0    0.00    0.00   59999         GraphMatrix::addEdge(int, int) [26]
                0.00    0.00   59999/2700059999     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [4]
                0.00    0.00   59999/2700059999     std::vector<int, std::allocator<int> >::operator[](unsigned long) [7]
-----------------------------------------------
                0.00    0.00       2/2           GraphMatrix::GraphMatrix(int) [15]
[27]     0.0    0.00    0.00       2         std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [27]
                0.00    0.00       2/60004       std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [14]
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [214]
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [215]
-----------------------------------------------
                0.00    0.00   60002/240002      int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [86]
                0.00    0.00  180000/240002      int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [105]
[34]     0.0    0.00    0.00  240002         int* std::__niter_base<int*>(int*) [34]
-----------------------------------------------
                0.00    0.00   60000/240000      void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [127]
                0.00    0.00   60000/240000      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [118]
                0.00    0.00  120000/240000      bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [95]
[35]     0.0    0.00    0.00  240000         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [35]
-----------------------------------------------
                0.00    0.00       2/210008      std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [215]
                0.00    0.00   60000/210008      void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [127]
                0.00    0.00   60002/210008      std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [16]
                0.00    0.00   90004/210008      std::vector<int, std::allocator<int> >::~vector() [71]
[36]     0.0    0.00    0.00  210008         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [36]
-----------------------------------------------
                0.00    0.00       4/180004      std::_Bit_iterator::_Bit_iterator() [182]
                0.00    0.00  180000/180004      std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [39]
[37]     0.0    0.00    0.00  180004         std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [37]
-----------------------------------------------
                0.00    0.00   60002/180002      std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [16]
                0.00    0.00  120000/180002      std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [120]
[38]     0.0    0.00    0.00  180002         std::vector<int, std::allocator<int> >::size() const [38]
-----------------------------------------------
                0.00    0.00       1/180000      std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [270]
                0.00    0.00  179999/180000      std::vector<bool, std::allocator<bool> >::begin() [42]
[39]     0.0    0.00    0.00  180000         std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [39]
                0.00    0.00  180000/180004      std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [37]
-----------------------------------------------
                0.00    0.00  179999/179999      std::operator+(std::_Bit_iterator const&, long) [43]
[40]     0.0    0.00    0.00  179999         std::_Bit_iterator::operator+=(long) [40]
                0.00    0.00  179999/179999      std::_Bit_iterator_base::_M_incr(long) [41]
-----------------------------------------------
                0.00    0.00  179999/179999      std::_Bit_iterator::operator+=(long) [40]
[41]     0.0    0.00    0.00  179999         std::_Bit_iterator_base::_M_incr(long) [41]
-----------------------------------------------
                0.00    0.00       1/179999      GraphMatrix::kosarajuSCC() [2]
                0.00    0.00  179998/179999      std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [8]
[42]     0.0    0.00    0.00  179999         std::vector<bool, std::allocator<bool> >::begin() [42]
                0.00    0.00  179999/180000      std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [39]
-----------------------------------------------
                0.00    0.00       1/179999      std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [270]
                0.00    0.00  179998/179999      std::_Bit_iterator::operator[](long) const [45]
[43]     0.0    0.00    0.00  179999         std::operator+(std::_Bit_iterator const&, long) [43]
                0.00    0.00  179999/179999      std::_Bit_iterator::operator+=(long) [40]
-----------------------------------------------
                0.00    0.00  179998/179998      std::_Bit_iterator::operator[](long) const [45]
[44]     0.0    0.00    0.00  179998         std::_Bit_iterator::operator*() const [44]
                0.00    0.00  179998/179998      std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [46]
-----------------------------------------------
                0.00    0.00  179998/179998      std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [8]
[45]     0.0    0.00    0.00  179998         std::_Bit_iterator::operator[](long) const [45]
                0.00    0.00  179998/179999      std::operator+(std::_Bit_iterator const&, long) [43]
                0.00    0.00  179998/179998      std::_Bit_iterator::operator*() const [44]
-----------------------------------------------
                0.00    0.00  179998/179998      std::_Bit_iterator::operator*() const [44]
[46]     0.0    0.00    0.00  179998         std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [46]
-----------------------------------------------
                0.00    0.00   60236/150475      __gnu_cxx::new_allocator<int>::max_size() const [75]
                0.00    0.00   90239/150475      __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [64]
[47]     0.0    0.00    0.00  150475         __gnu_cxx::new_allocator<int>::_M_max_size() const [47]
-----------------------------------------------
                0.00    0.00     234/150234      void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [139]
                0.00    0.00   30000/150234      void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [127]
                0.00    0.00   60000/150234      void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [98]
                0.00    0.00   60000/150234      void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [94]
[48]     0.0    0.00    0.00  150234         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [48]
-----------------------------------------------
                0.00    0.00  150011/150011      std::allocator<int>::~allocator() [50]
[49]     0.0    0.00    0.00  150011         __gnu_cxx::new_allocator<int>::~new_allocator() [49]
-----------------------------------------------
                0.00    0.00       1/150011      std::_Deque_base<int, std::allocator<int> >::_Deque_impl::~_Deque_impl() [242]
                0.00    0.00       2/150011      GraphMatrix::GraphMatrix(int) [15]
                0.00    0.00       2/150011      std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [214]
                0.00    0.00   60002/150011      std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [16]
                0.00    0.00   90004/150011      std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [69]
[50]     0.0    0.00    0.00  150011         std::allocator<int>::~allocator() [50]
                0.00    0.00  150011/150011      __gnu_cxx::new_allocator<int>::~new_allocator() [49]
-----------------------------------------------
                0.00    0.00  120008/120008      std::allocator<int>::allocator(std::allocator<int> const&) [52]
[51]     0.0    0.00    0.00  120008         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [51]
-----------------------------------------------
                0.00    0.00       2/120008      std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [214]
                0.00    0.00   60002/120008      std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [82]
                0.00    0.00   60004/120008      std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [13]
[52]     0.0    0.00    0.00  120008         std::allocator<int>::allocator(std::allocator<int> const&) [52]
                0.00    0.00  120008/120008      __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [51]
-----------------------------------------------
                0.00    0.00   60002/120004      std::vector<int, std::allocator<int> >::begin() const [80]
                0.00    0.00   60002/120004      std::vector<int, std::allocator<int> >::end() const [79]
[53]     0.0    0.00    0.00  120004         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [53]
-----------------------------------------------
                0.00    0.00  120004/120004      int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [58]
[54]     0.0    0.00    0.00  120004         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [54]
-----------------------------------------------
                0.00    0.00   30000/120004      void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [127]
                0.00    0.00   90004/120004      std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [70]
[55]     0.0    0.00    0.00  120004         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [55]
                0.00    0.00   90004/90239       std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [65]
-----------------------------------------------
                0.00    0.00   60002/120004      void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [164]
                0.00    0.00   60002/120004      std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [18]
[56]     0.0    0.00    0.00  120004         std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [56]
-----------------------------------------------
                0.00    0.00  120004/120004      int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [91]
[57]     0.0    0.00    0.00  120004         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [57]
-----------------------------------------------
                0.00    0.00  120004/120004      int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [86]
[58]     0.0    0.00    0.00  120004         int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [58]
                0.00    0.00  120004/120004      __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [54]
-----------------------------------------------
                0.00    0.00   60000/120002      std::vector<int, std::allocator<int> >::max_size() const [96]
                0.00    0.00   60002/120002      std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [16]
[59]     0.0    0.00    0.00  120002         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [59]
-----------------------------------------------
                0.00    0.00   60000/120002      void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [94]
                0.00    0.00   60002/120002      void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [17]
[60]     0.0    0.00    0.00  120002         operator new(unsigned long, void*) [60]
-----------------------------------------------
                0.00    0.00   60000/120000      std::vector<int, std::allocator<int> >::begin() [104]
                0.00    0.00   60000/120000      std::vector<int, std::allocator<int> >::end() [103]
[61]     0.0    0.00    0.00  120000         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [61]
-----------------------------------------------
                0.00    0.00   29999/119998      GraphMatrix::DFSUtil(int, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [3]
                0.00    0.00   29999/119998      GraphMatrix::fillOrder(int, std::vector<bool, std::allocator<bool> >&, std::stack<int, std::deque<int, std::allocator<int> > >&) [6]
                0.00    0.00   60000/119998      GraphMatrix::kosarajuSCC() [2]
[62]     0.0    0.00    0.00  119998         std::_Bit_reference::operator bool() const [62]
-----------------------------------------------
                0.00    0.00   90239/90239       std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [65]
[63]     0.0    0.00    0.00   90239         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [63]
-----------------------------------------------
                0.00    0.00   90239/90239       std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [66]
[64]     0.0    0.00    0.00   90239         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [64]
                0.00    0.00   90239/150475      __gnu_cxx::new_allocator<int>::_M_max_size() const [47]
-----------------------------------------------
                0.00    0.00     235/90239       std::_Deque_base<int, std::allocator<int> >::_M_deallocate_node(int*) [134]
                0.00    0.00   90004/90239       std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [55]
[65]     0.0    0.00    0.00   90239         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [65]
                0.00    0.00   90239/90239       __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [63]
-----------------------------------------------
                0.00    0.00     235/90239       std::_Deque_base<int, std::allocator<int> >::_M_allocate_node() [133]
                0.00    0.00   90004/90239       std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [68]
[66]     0.0    0.00    0.00   90239         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [66]
                0.00    0.00   90239/90239       __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [64]
-----------------------------------------------
                0.00    0.00   90004/90004       void std::_Destroy<int*>(int*, int*) [72]
[67]     0.0    0.00    0.00   90004         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [67]
-----------------------------------------------
                0.00    0.00   30000/90004       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [127]
                0.00    0.00   60004/90004       std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [77]
[68]     0.0    0.00    0.00   90004         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [68]
                0.00    0.00   90004/90239       std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [66]
-----------------------------------------------
                0.00    0.00   90004/90004       std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [70]
[69]     0.0    0.00    0.00   90004         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [69]
                0.00    0.00   90004/150011      std::allocator<int>::~allocator() [50]
-----------------------------------------------
                0.00    0.00   90004/90004       std::vector<int, std::allocator<int> >::~vector() [71]
[70]     0.0    0.00    0.00   90004         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [70]
                0.00    0.00   90004/120004      std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [55]
                0.00    0.00   90004/90004       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [69]
-----------------------------------------------
                0.00    0.00       2/90004       GraphMatrix::GraphMatrix(int) [15]
                0.00    0.00   30000/90004       GraphMatrix::kosarajuSCC() [2]
                0.00    0.00   60002/90004       void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [93]
[71]     0.0    0.00    0.00   90004         std::vector<int, std::allocator<int> >::~vector() [71]
                0.00    0.00   90004/210008      std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [36]
                0.00    0.00   90004/90004       void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [73]
                0.00    0.00   90004/90004       std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [70]
-----------------------------------------------
                0.00    0.00   90004/90004       void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [73]
[72]     0.0    0.00    0.00   90004         void std::_Destroy<int*>(int*, int*) [72]
                0.00    0.00   90004/90004       void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [67]
-----------------------------------------------
                0.00    0.00   90004/90004       std::vector<int, std::allocator<int> >::~vector() [71]
[73]     0.0    0.00    0.00   90004         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [73]
                0.00    0.00   90004/90004       void std::_Destroy<int*>(int*, int*) [72]
-----------------------------------------------
                0.00    0.00       2/60238       std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [208]
                0.00    0.00     234/60238       std::deque<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [137]
                0.00    0.00   60002/60238       std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [84]
[74]     0.0    0.00    0.00   60238         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [74]
-----------------------------------------------
                0.00    0.00   60236/60236       std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [76]
[75]     0.0    0.00    0.00   60236         __gnu_cxx::new_allocator<int>::max_size() const [75]
                0.00    0.00   60236/150475      __gnu_cxx::new_allocator<int>::_M_max_size() const [47]
-----------------------------------------------
                0.00    0.00     234/60236       std::deque<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [137]
                0.00    0.00   60002/60236       std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [84]
[76]     0.0    0.00    0.00   60236         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [76]
                0.00    0.00   60236/60236       __gnu_cxx::new_allocator<int>::max_size() const [75]
-----------------------------------------------
                0.00    0.00   60004/60004       std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [14]
[77]     0.0    0.00    0.00   60004         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [77]
                0.00    0.00   60004/90004       std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [68]
-----------------------------------------------
                0.00    0.00   60002/60002       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [16]
[78]     0.0    0.00    0.00   60002         __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [78]
                0.00    0.00   60002/60002       std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [82]
-----------------------------------------------
                0.00    0.00   60002/60002       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [16]
[79]     0.0    0.00    0.00   60002         std::vector<int, std::allocator<int> >::end() const [79]
                0.00    0.00   60002/120004      __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [53]
-----------------------------------------------
                0.00    0.00   60002/60002       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [16]
[80]     0.0    0.00    0.00   60002         std::vector<int, std::allocator<int> >::begin() const [80]
                0.00    0.00   60002/120004      __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [53]
-----------------------------------------------
                0.00    0.00   60002/60002       int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [88]
[81]     0.0    0.00    0.00   60002         int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [81]
-----------------------------------------------
                0.00    0.00   60002/60002       __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [78]
[82]     0.0    0.00    0.00   60002         std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [82]
                0.00    0.00   60002/120008      std::allocator<int>::allocator(std::allocator<int> const&) [52]
-----------------------------------------------
                0.00    0.00   60002/60002       int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [89]
